dateRep,cases,deaths,countriesAndTerritories
05/04/2020,1,0,Chad
04/04/2020,0,0,Chad
03/04/2020,0,0,Chad
02/04/2020,0,0,Chad
01/04/2020,0,0,Chad
31/03/2020,2,0,Chad
30/03/2020,0,0,Chad
29/03/2020,0,0,Chad
28/03/2020,0,0,Chad
27/03/2020,2,0,Chad
26/03/2020,0,0,Chad
25/03/2020,1,0,Chad
24/03/2020,0,0,Chad
23/03/2020,0,0,Chad
22/03/2020,1,0,Chad
21/03/2020,0,0,Chad
20/03/2020,1,0,Chad
06/04/2020,310,7,Chile
05/04/2020,424,5,Chile
04/04/2020,333,4,Chile
03/04/2020,373,2,Chile
02/04/2020,293,4,Chile
01/04/2020,289,4,Chile
31/03/2020,310,1,Chile
30/03/2020,230,1,Chile
29/03/2020,299,1,Chile
28/03/2020,304,1,Chile
27/03/2020,164,1,Chile
26/03/2020,220,1,Chile
25/03/2020,176,0,Chile
24/03/2020,114,1,Chile
23/03/2020,95,1,Chile
22/03/2020,103,0,Chile
21/03/2020,92,0,Chile
20/03/2020,104,0,Chile
19/03/2020,37,0,Chile
18/03/2020,45,0,Chile
17/03/2020,81,0,Chile
16/03/2020,14,0,Chile
15/03/2020,18,0,Chile
14/03/2020,10,0,Chile
13/03/2020,10,0,Chile
12/03/2020,6,0,Chile
11/03/2020,4,0,Chile
10/03/2020,3,0,Chile
09/03/2020,5,0,Chile
07/03/2020,1,0,Chile
06/03/2020,1,0,Chile
05/03/2020,2,0,Chile
04/03/2020,1,0,Chile
06/04/2020,67,2,China
05/04/2020,48,3,China
04/04/2020,62,4,China
03/04/2020,70,10,China
02/04/2020,100,6,China
01/04/2020,54,1,China
31/03/2020,84,3,China
30/03/2020,98,2,China
29/03/2020,113,5,China
28/03/2020,119,3,China
27/03/2020,94,5,China
26/03/2020,102,6,China
25/03/2020,78,4,China
24/03/2020,69,7,China
23/03/2020,138,9,China
22/03/2020,65,6,China
21/03/2020,52,6,China
20/03/2020,99,4,China
19/03/2020,44,8,China
18/03/2020,23,16,China
17/03/2020,43,9,China
16/03/2020,25,13,China
15/03/2020,22,9,China
14/03/2020,19,15,China
13/03/2020,22,7,China
12/03/2020,24,11,China
11/03/2020,29,22,China
10/03/2020,20,17,China
09/03/2020,45,23,China
08/03/2020,46,27,China
07/03/2020,101,28,China
06/03/2020,170,30,China
05/03/2020,117,31,China
04/03/2020,119,37,China
03/03/2020,127,32,China
02/03/2020,205,42,China
01/03/2020,574,35,China
29/02/2020,428,47,China
28/02/2020,329,44,China
27/02/2020,439,29,China
26/02/2020,410,52,China
25/02/2020,515,70,China
24/02/2020,218,150,China
23/02/2020,647,98,China
22/02/2020,826,109,China
21/02/2020,891,118,China
20/02/2020,394,112,China
19/02/2020,1750,139,China
18/02/2020,1890,98,China
17/02/2020,2052,105,China
16/02/2020,2007,142,China
15/02/2020,2538,143,China
14/02/2020,4156,13,China
13/02/2020,15141,254,China
12/02/2020,2028,97,China
11/02/2020,2490,108,China
10/02/2020,2974,97,China
09/02/2020,2607,89,China
08/02/2020,3418,86,China
07/02/2020,3160,73,China
06/02/2020,3727,72,China
05/02/2020,3872,66,China
04/02/2020,3237,65,China
03/02/2020,2812,57,China
02/02/2020,2590,45,China
01/02/2020,2095,46,China
31/01/2020,1980,43,China
30/01/2020,1740,38,China
29/01/2020,1466,26,China
28/01/2020,1753,25,China
27/01/2020,787,25,China
26/01/2020,665,15,China
25/01/2020,441,15,China
24/01/2020,259,9,China
23/01/2020,97,0,China
22/01/2020,140,11,China
21/01/2020,151,3,China
20/01/2020,19,0,China
19/01/2020,136,1,China
18/01/2020,17,0,China
17/01/2020,4,0,China
16/01/2020,0,0,China
15/01/2020,0,1,China
14/01/2020,0,0,China
13/01/2020,0,0,China
12/01/2020,0,0,China
11/01/2020,0,1,China
10/01/2020,0,0,China
09/01/2020,0,0,China
08/01/2020,0,0,China
07/01/2020,0,0,China
06/01/2020,0,0,China
05/01/2020,15,0,China
04/01/2020,0,0,China
03/01/2020,17,0,China
02/01/2020,0,0,China
01/01/2020,0,0,China
31/12/2019,27,0,China
06/04/2020,79,3,Colombia
05/04/2020,139,7,Colombia
04/04/2020,106,6,Colombia
03/04/2020,96,2,Colombia
02/04/2020,159,1,Colombia
01/04/2020,108,2,Colombia
31/03/2020,96,4,Colombia
30/03/2020,94,4,Colombia
29/03/2020,69,0,Colombia
28/03/2020,48,0,Colombia
27/03/2020,21,2,Colombia
26/03/2020,92,1,Colombia
25/03/2020,72,0,Colombia
24/03/2020,71,1,Colombia
23/03/2020,25,1,Colombia
22/03/2020,52,1,Colombia
21/03/2020,30,0,Colombia
20/03/2020,26,0,Colombia
19/03/2020,37,0,Colombia
18/03/2020,8,0,Colombia
17/03/2020,12,0,Colombia
16/03/2020,11,0,Colombia
15/03/2020,18,0,Colombia
14/03/2020,7,0,Colombia
12/03/2020,6,0,Colombia
10/03/2020,2,0,Colombia
07/03/2020,1,0,Colombia
06/04/2020,0,0,Congo
05/04/2020,4,2,Congo
04/04/2020,0,0,Congo
03/04/2020,19,1,Congo
02/04/2020,0,0,Congo
01/04/2020,3,2,Congo
31/03/2020,0,0,Congo
30/03/2020,0,0,Congo
29/03/2020,15,0,Congo
28/03/2020,0,0,Congo
27/03/2020,0,0,Congo
26/03/2020,0,0,Congo
25/03/2020,0,0,Congo
24/03/2020,0,0,Congo
23/03/2020,0,0,Congo
22/03/2020,1,0,Congo
21/03/2020,0,0,Congo
20/03/2020,0,0,Congo
19/03/2020,2,0,Congo
18/03/2020,0,0,Congo
17/03/2020,0,0,Congo
16/03/2020,1,0,Congo
06/04/2020,19,0,Costa_Rica
05/04/2020,19,0,Costa_Rica
04/04/2020,20,0,Costa_Rica
03/04/2020,21,0,Costa_Rica
02/04/2020,28,0,Costa_Rica
01/04/2020,17,0,Costa_Rica
31/03/2020,16,0,Costa_Rica
30/03/2020,19,0,Costa_Rica
29/03/2020,32,0,Costa_Rica
28/03/2020,32,0,Costa_Rica
27/03/2020,30,0,Costa_Rica
26/03/2020,24,0,Costa_Rica
25/03/2020,19,0,Costa_Rica
24/03/2020,24,0,Costa_Rica
23/03/2020,17,0,Costa_Rica
22/03/2020,4,0,Costa_Rica
21/03/2020,26,1,Costa_Rica
20/03/2020,18,0,Costa_Rica
19/03/2020,19,1,Costa_Rica
18/03/2020,9,0,Costa_Rica
17/03/2020,6,0,Costa_Rica
16/03/2020,8,0,Costa_Rica
15/03/2020,1,0,Costa_Rica
14/03/2020,3,0,Costa_Rica
13/03/2020,1,0,Costa_Rica
12/03/2020,9,0,Costa_Rica
11/03/2020,4,0,Costa_Rica
10/03/2020,4,0,Costa_Rica
09/03/2020,4,0,Costa_Rica
07/03/2020,1,0,Costa_Rica
06/04/2020,16,1,Cote_dIvoire
05/04/2020,27,1,Cote_dIvoire
04/04/2020,24,0,Cote_dIvoire
03/04/2020,4,0,Cote_dIvoire
02/04/2020,22,0,Cote_dIvoire
01/04/2020,0,0,Cote_dIvoire
31/03/2020,3,0,Cote_dIvoire
30/03/2020,25,1,Cote_dIvoire
29/03/2020,39,0,Cote_dIvoire
28/03/2020,5,0,Cote_dIvoire
27/03/2020,16,0,Cote_dIvoire
26/03/2020,7,0,Cote_dIvoire
25/03/2020,48,0,Cote_dIvoire
